"day_date","matchup","team","opposition","location","off_night","tired","total_games","off_nights","week_info"
2021-11-22,6,COL,OTT,Home,Y,,3,3,
2021-11-22,6,DAL,,,,,3,0,
2021-11-22,6,DET,,,,,3,0,
2021-11-22,6,EDM,,,,,3,0,
2021-11-22,6,FLA,,,,,3,0,
2021-11-22,6,LAK,,,,,3,2,
2021-11-22,6,MIN,,,,,4,1,Most Games
2021-11-22,6,MTL,,,,,3,0,
2021-11-22,6,NJD,,,,,3,0,
2021-11-22,6,NSH,ANA,Home,Y,,4,1,Most Games
2021-11-22,6,NYI,,,,,3,1,
2021-11-22,6,NYR,,,,,4,1,Most Games
2021-11-22,6,OTT,COL,Away,Y,,4,1,Most Games
2021-11-22,6,PHI,,,,,3,0,
2021-11-22,6,PIT,WPG,Away,Y,,4,1,Most Games
2021-11-22,6,SEA,,,,,3,3,
2021-11-22,6,SJS,CAR,Home,Y,,4,1,Most Games
2021-11-22,6,STL,VGK,Home,Y,,4,1,Most Games
2021-11-22,6,TBL,,,,,3,1,
2021-11-22,6,TOR,,,,,4,1,Most Games
2021-11-22,6,VAN,,,,,3,3,
2021-11-22,6,VGK,STL,Away,Y,,4,1,Most Games
2021-11-22,6,WPG,PIT,Home,Y,,4,2,Most Games
2021-11-22,6,WSH,,,,,4,2,Most Games
2021-11-23,7,ANA,,,,,3,1,
2021-11-23,7,ARI,,,,,3,1,
2021-11-23,7,BOS,,,,,3,1,
2021-11-23,7,BUF,,,,,4,1,Most Games
2021-11-23,7,CAR,,,,,3,1,
2021-11-23,7,CBJ,,,,,3,0,
2021-11-23,7,CGY,CHI,Home,Y,,3,2,
2021-11-23,7,CHI,CGY,Away,Y,,3,2,
2021-11-23,7,COL,,,,,3,0,
2021-11-23,7,DAL,EDM,Home,Y,,3,1,
2021-11-23,7,DET,,,,,2,0,Least Games
2021-11-23,7,EDM,DAL,Away,Y,,3,1,
2021-11-23,7,FLA,,,,,3,0,
2021-11-23,7,LAK,,,,,2,0,Least Games
2021-11-23,7,MIN,,,,,3,1,
2021-11-23,7,MTL,,,,,4,1,Most Games
2021-11-23,7,NJD,,,,,3,1,
2021-11-23,7,NSH,,,,,3,0,
2021-11-23,7,NYI,,,,,3,1,
2021-11-23,7,NYR,,,,,3,1,
2021-11-23,7,OTT,,,,,3,0,
2021-11-23,7,PHI,TBL,Away,Y,,4,2,Most Games
2021-11-23,7,PIT,,,,,4,1,Most Games
2021-11-23,7,SEA,,,,,4,1,Most Games
2021-11-23,7,SJS,,,,,3,1,
2021-11-23,7,STL,,,,,3,0,
2021-11-23,7,TBL,PHI,Home,Y,,3,2,
2021-11-23,7,TOR,,,,,3,1,
2021-11-23,7,VAN,,,,,4,2,Most Games
2021-11-23,7,VGK,,,,,2,0,Least Games
2021-11-23,7,WPG,,,,,4,1,Most Games
2021-11-23,7,WSH,,,,,3,1,
2021-11-24,7,ANA,COL,Away,N,,3,1,
2021-11-24,7,ARI,EDM,Home,N,Tired Opposition,3,1,
2021-11-24,7,BOS,BUF,Away,N,,3,1,
2021-11-24,7,BUF,BOS,Home,N,,4,1,Most Games
2021-11-24,7,CAR,SEA,Away,N,,3,1,
2021-11-24,7,CBJ,WPG,Home,N,,3,0,
2021-11-24,7,CGY,,,,,3,2,
2021-11-24,7,CHI,,,,,3,2,
2021-11-24,7,COL,ANA,Home,N,,3,0,
2021-11-24,7,DAL,,,,,3,1,
2021-11-24,7,DET,STL,Home,N,,2,0,Least Games
2021-11-24,7,EDM,ARI,Away,N,Tired,3,1,
2021-11-24,7,FLA,PHI,Home,N,Tired Opposition,3,0,
2021-11-24,7,LAK,TOR,Home,N,,2,0,Least Games
2021-11-24,7,MIN,NJD,Away,N,,3,1,
2021-11-24,7,MTL,WSH,Away,N,,4,1,Most Games
2021-11-24,7,NJD,MIN,Home,N,,3,1,
2021-11-24,7,NSH,VGK,Home,N,,3,0,
2021-11-24,7,NYI,NYR,Home,N,,3,1,
2021-11-24,7,NYR,NYI,Away,N,,3,1,
2021-11-24,7,OTT,SJS,Away,N,,3,0,
2021-11-24,7,PHI,FLA,Away,N,Tired,4,2,Most Games
2021-11-24,7,PIT,VAN,Home,N,,4,1,Most Games
2021-11-24,7,SEA,CAR,Home,N,,4,1,Most Games
2021-11-24,7,SJS,OTT,Home,N,,3,1,
2021-11-24,7,STL,DET,Away,N,,3,0,
2021-11-24,7,TBL,,,,,3,2,
2021-11-24,7,TOR,LAK,Away,N,,3,1,
2021-11-24,7,VAN,PIT,Away,N,,4,2,Most Games
2021-11-24,7,VGK,NSH,Away,N,,2,0,Least Games
2021-11-24,7,WPG,CBJ,Away,N,,4,1,Most Games
2021-11-24,7,WSH,MTL,Home,N,,3,1,
2021-11-25,7,ANA,,,,,3,1,
2021-11-25,7,ARI,,,,,3,1,
2021-11-25,7,BOS,,,,,3,1,
2021-11-25,7,BUF,,,,,4,1,Most Games
2021-11-25,7,CAR,,,,,3,1,
2021-11-25,7,CBJ,,,,,3,0,
2021-11-25,7,CGY,,,,,3,2,
2021-11-25,7,CHI,,,,,3,2,
2021-11-25,7,COL,,,,,3,0,
2021-11-25,7,DAL,,,,,3,1,
2021-11-25,7,DET,,,,,2,0,Least Games
2021-11-25,7,EDM,,,,,3,1,
2021-11-25,7,FLA,,,,,3,0,
2021-11-25,7,LAK,,,,,2,0,Least Games
2021-11-25,7,MIN,,,,,3,1,
2021-11-25,7,MTL,,,,,4,1,Most Games
2021-11-25,7,NJD,,,,,3,1,
2021-11-25,7,NSH,,,,,3,0,
2021-11-25,7,NYI,,,,,3,1,
2021-11-25,7,NYR,,,,,3,1,
2021-11-25,7,OTT,,,,,3,0,
2021-11-25,7,PHI,,,,,4,2,Most Games
2021-11-25,7,PIT,,,,,4,1,Most Games
2021-11-25,7,SEA,,,,,4,1,Most Games
2021-11-25,7,SJS,,,,,3,1,
2021-11-25,7,STL,,,,,3,0,
2021-11-25,7,TBL,,,,,3,2,
2021-11-25,7,TOR,,,,,3,1,
2021-11-25,7,VAN,,,,,4,2,Most Games
2021-11-25,7,VGK,,,,,2,0,Least Games
2021-11-25,7,WPG,,,,,4,1,Most Games
2021-11-25,7,WSH,,,,,3,1,
2021-11-26,7,ANA,OTT,Home,N,,3,1,
2021-11-26,7,ARI,,,,,3,1,
2021-11-26,7,BOS,NYR,Home,N,,3,1,
2021-11-26,7,BUF,MTL,Home,N,,4,1,Most Games
2021-11-26,7,CAR,PHI,Away,N,,3,1,
2021-11-26,7,CBJ,VAN,Home,N,,3,0,
2021-11-26,7,CGY,,,,,3,2,
2021-11-26,7,CHI,STL,Home,N,,3,2,
2021-11-26,7,COL,DAL,Away,N,,3,0,
2021-11-26,7,DAL,COL,Home,N,,3,1,
2021-11-26,7,DET,,,,,2,0,Least Games
2021-11-26,7,EDM,,,,,3,1,
2021-11-26,7,FLA,WSH,Away,N,,3,0,
2021-11-26,7,LAK,,,,,2,0,Least Games
2021-11-26,7,MIN,WPG,Home,N,,3,1,
2021-11-26,7,MTL,BUF,Away,N,,4,1,Most Games
2021-11-26,7,NJD,NSH,Away,N,,3,1,
2021-11-26,7,NSH,NJD,Home,N,,3,0,
2021-11-26,7,NYI,PIT,Home,N,,3,1,
2021-11-26,7,NYR,BOS,Away,N,,3,1,
2021-11-26,7,OTT,ANA,Away,N,,3,0,
2021-11-26,7,PHI,CAR,Home,N,,4,2,Most Games
2021-11-26,7,PIT,NYI,Away,N,,4,1,Most Games
2021-11-26,7,SEA,TBL,Away,N,,4,1,Most Games
2021-11-26,7,SJS,TOR,Home,N,,3,1,
2021-11-26,7,STL,CHI,Away,N,,3,0,
2021-11-26,7,TBL,SEA,Home,N,,3,2,
2021-11-26,7,TOR,SJS,Away,N,,3,1,
2021-11-26,7,VAN,CBJ,Away,N,,4,2,Most Games
2021-11-26,7,VGK,,,,,2,0,Least Games
2021-11-26,7,WPG,MIN,Away,N,,4,1,Most Games
2021-11-26,7,WSH,FLA,Home,N,,3,1,
2021-11-27,7,ANA,,,,,3,1,
2021-11-27,7,ARI,DAL,Home,N,Tired Opposition,3,1,
2021-11-27,7,BOS,,,,,3,1,
2021-11-27,7,BUF,DET,Away,N,Tired,4,1,Most Games
2021-11-27,7,CAR,,,,,3,1,
2021-11-27,7,CBJ,STL,Away,N,Both Tired,3,0,
2021-11-27,7,CGY,WPG,Home,N,Tired Opposition,3,2,
2021-11-27,7,CHI,,,,,3,2,
2021-11-27,7,COL,NSH,Home,N,Both Tired,3,0,
2021-11-27,7,DAL,ARI,Away,N,Tired,3,1,
2021-11-27,7,DET,BUF,Home,N,Tired Opposition,2,0,Least Games
2021-11-27,7,EDM,VGK,Away,N,,3,1,
2021-11-27,7,FLA,SEA,Home,N,Both Tired,3,0,
2021-11-27,7,LAK,OTT,Home,N,Tired Opposition,2,0,Least Games
2021-11-27,7,MIN,,,,,3,1,
2021-11-27,7,MTL,PIT,Away,N,Both Tired,4,1,Most Games
2021-11-27,7,NJD,,,,,3,1,
2021-11-27,7,NSH,COL,Away,N,Both Tired,3,0,
2021-11-27,7,NYI,,,,,3,1,
2021-11-27,7,NYR,,,,,3,1,
2021-11-27,7,OTT,LAK,Away,N,Tired,3,0,
2021-11-27,7,PHI,,,,,4,2,Most Games
2021-11-27,7,PIT,MTL,Home,N,Both Tired,4,1,Most Games
2021-11-27,7,SEA,FLA,Away,N,Both Tired,4,1,Most Games
2021-11-27,7,SJS,,,,,3,1,
2021-11-27,7,STL,CBJ,Home,N,Both Tired,3,0,
2021-11-27,7,TBL,,,,,3,2,
2021-11-27,7,TOR,,,,,3,1,
2021-11-27,7,VAN,,,,,4,2,Most Games
2021-11-27,7,VGK,EDM,Home,N,,2,0,Least Games
2021-11-27,7,WPG,CGY,Away,N,Tired,4,1,Most Games
2021-11-27,7,WSH,,,,,3,1,
2021-11-28,7,ANA,TOR,Home,Y,,3,1,
2021-11-28,7,ARI,,,,,3,1,
2021-11-28,7,BOS,VAN,Home,Y,,3,1,
2021-11-28,7,BUF,,,,,4,1,Most Games
2021-11-28,7,CAR,WSH,Home,Y,,3,1,
2021-11-28,7,CBJ,,,,,3,0,
2021-11-28,7,CGY,,,,,3,2,
2021-11-28,7,CHI,SJS,Home,Y,,3,2,
2021-11-28,7,COL,,,,,3,0,
2021-11-28,7,DAL,,,,,3,1,
2021-11-28,7,DET,,,,,2,0,Least Games
2021-11-28,7,EDM,,,,,3,1,
2021-11-28,7,FLA,,,,,3,0,
2021-11-28,7,LAK,,,,,2,0,Least Games
2021-11-28,7,MIN,TBL,Home,Y,,3,1,
2021-11-28,7,MTL,,,,,4,1,Most Games
2021-11-28,7,NJD,PHI,Home,Y,,3,1,
2021-11-28,7,NSH,,,,,3,0,
2021-11-28,7,NYI,NYR,Away,Y,,3,1,
2021-11-28,7,NYR,NYI,Home,Y,,3,1,
2021-11-28,7,OTT,,,,,3,0,
2021-11-28,7,PHI,NJD,Away,Y,,4,2,Most Games
2021-11-28,7,PIT,,,,,4,1,Most Games
2021-11-28,7,SEA,,,,,4,1,Most Games
2021-11-28,7,SJS,CHI,Away,Y,,3,1,
2021-11-28,7,STL,,,,,3,0,
2021-11-28,7,TBL,MIN,Away,Y,,3,2,
2021-11-28,7,TOR,ANA,Away,Y,,3,1,
2021-11-28,7,VAN,BOS,Away,Y,,4,2,Most Games
2021-11-28,7,VGK,,,,,2,0,Least Games
2021-11-28,7,WPG,,,,,4,1,Most Games
2021-11-28,7,WSH,CAR,Away,Y,,3,1,
2021-11-29,7,ANA,,,,,3,1,
2021-11-29,7,ARI,WPG,Away,Y,,3,1,
2021-11-29,7,BOS,,,,,3,1,
2021-11-29,7,BUF,SEA,Home,Y,,4,1,Most Games
2021-11-29,7,CAR,,,,,3,1,
2021-11-29,7,CBJ,,,,,3,0,
2021-11-29,7,CGY,PIT,Home,Y,,3,2,
2021-11-29,7,CHI,,,,,3,2,
2021-11-29,7,COL,,,,,3,0,
2021-11-29,7,DAL,,,,,3,1,
2021-11-29,7,DET,,,,,2,0,Least Games
2021-11-29,7,EDM,,,,,3,1,
2021-11-29,7,FLA,,,,,3,0,
2021-11-29,7,LAK,,,,,2,0,Least Games
2021-11-29,7,MIN,,,,,3,1,
2021-11-29,7,MTL,VAN,Home,Y,Tired Opposition,4,1,Most Games
2021-11-29,7,NJD,,,,,3,1,
2021-11-29,7,NSH,,,,,3,0,
2021-11-29,7,NYI,,,,,3,1,
2021-11-29,7,NYR,,,,,3,1,
2021-11-29,7,OTT,,,,,3,0,
2021-11-29,7,PHI,,,,,4,2,Most Games
2021-11-29,7,PIT,CGY,Away,Y,,4,1,Most Games
2021-11-29,7,SEA,BUF,Away,Y,,4,1,Most Games
2021-11-29,7,SJS,,,,,3,1,
2021-11-29,7,STL,,,,,3,0,
2021-11-29,7,TBL,,,,,3,2,
2021-11-29,7,TOR,,,,,3,1,
2021-11-29,7,VAN,MTL,Away,Y,Tired,4,2,Most Games
2021-11-29,7,VGK,,,,,2,0,Least Games
2021-11-29,7,WPG,ARI,Home,Y,,4,1,Most Games
2021-11-29,7,WSH,,,,,3,1,
2021-11-30,8,ANA,LAK,Away,N,,4,3,Most Games
2021-11-30,8,ARI,MIN,Away,N,Tired,3,2,
2021-11-30,8,BOS,DET,Home,N,,3,0,
2021-11-30,8,BUF,,,,,2,0,Least Games
2021-11-30,8,CAR,DAL,Away,N,,3,0,
2021-11-30,8,CBJ,NSH,Away,N,,4,1,Most Games
2021-11-30,8,CGY,,,,,3,2,
2021-11-30,8,CHI,,,,,3,1,
2021-11-30,8,COL,,,,,4,2,Most Games
2021-11-30,8,DAL,CAR,Home,N,,3,1,
2021-11-30,8,DET,BOS,Away,N,,3,1,
2021-11-30,8,EDM,,,,,3,3,
2021-11-30,8,FLA,WSH,Home,N,,3,0,
2021-11-30,8,LAK,ANA,Home,N,,4,2,Most Games
2021-11-30,8,MIN,ARI,Home,N,Tired Opposition,3,0,
2021-11-30,8,MTL,,,,,2,0,Least Games
2021-11-30,8,NJD,SJS,Home,N,,3,1,
2021-11-30,8,NSH,CBJ,Home,N,,3,0,
2021-11-30,8,NYI,PHI,Away,N,,4,1,Most Games
2021-11-30,8,NYR,,,,,3,2,
2021-11-30,8,OTT,,,,,3,1,
2021-11-30,8,PHI,NYI,Home,N,,4,3,Most Games
2021-11-30,8,PIT,,,,,3,2,
2021-11-30,8,SEA,,,,,3,3,
2021-11-30,8,SJS,NJD,Away,N,,4,2,Most Games
2021-11-30,8,STL,TBL,Home,N,,3,0,
2021-11-30,8,TBL,STL,Away,N,,4,1,Most Games
2021-11-30,8,TOR,,,,,3,2,
2021-11-30,8,VAN,,,,,3,2,
2021-11-30,8,VGK,,,,,3,3,
2021-11-30,8,WPG,,,,,2,2,Least Games
2021-11-30,8,WSH,FLA,Away,N,,4,1,Most Games
2021-12-01,8,ANA,VGK,Home,Y,,4,3,Most Games
2021-12-01,8,ARI,,,,,3,2,
2021-12-01,8,BOS,,,,,3,0,
2021-12-01,8,BUF,,,,,2,0,Least Games
2021-12-01,8,CAR,,,,,3,0,
2021-12-01,8,CBJ,,,,,4,1,Most Games
2021-12-01,8,CGY,,,,,3,2,
2021-12-01,8,CHI,,,,,3,1,
2021-12-01,8,COL,TOR,Away,Y,,4,2,Most Games
2021-12-01,8,DAL,,,,,3,1,
2021-12-01,8,DET,SEA,Home,Y,,3,1,
2021-12-01,8,EDM,PIT,Home,Y,,3,3,
2021-12-01,8,FLA,,,,,3,0,
2021-12-01,8,LAK,,,,,4,2,Most Games
2021-12-01,8,MIN,,,,,3,0,
2021-12-01,8,MTL,,,,,2,0,Least Games
2021-12-01,8,NJD,,,,,3,1,
2021-12-01,8,NSH,,,,,3,0,
2021-12-01,8,NYI,,,,,4,1,Most Games
2021-12-01,8,NYR,PHI,Home,Y,,3,2,
2021-12-01,8,OTT,VAN,Home,Y,,3,1,
2021-12-01,8,PHI,NYR,Away,Y,,4,3,Most Games
2021-12-01,8,PIT,EDM,Away,Y,,3,2,
2021-12-01,8,SEA,DET,Away,Y,,3,3,
2021-12-01,8,SJS,,,,,4,2,Most Games
2021-12-01,8,STL,,,,,3,0,
2021-12-01,8,TBL,,,,,4,1,Most Games
2021-12-01,8,TOR,COL,Home,Y,,3,2,
2021-12-01,8,VAN,OTT,Away,Y,,3,2,
2021-12-01,8,VGK,ANA,Away,Y,,3,3,
2021-12-01,8,WPG,,,,,2,2,Least Games
2021-12-01,8,WSH,,,,,4,1,Most Games
2021-12-02,8,ANA,,,,,4,3,Most Games
2021-12-02,8,ARI,,,,,3,2,
2021-12-02,8,BOS,NSH,Away,N,,3,0,
2021-12-02,8,BUF,FLA,Away,N,,2,0,Least Games
2021-12-02,8,CAR,OTT,Home,N,Tired Opposition,3,0,
2021-12-02,8,CBJ,DAL,Away,N,,4,1,Most Games
2021-12-02,8,CGY,LAK,Away,N,,3,2,
2021-12-02,8,CHI,WSH,Away,N,,3,1,
2021-12-02,8,COL,MTL,Away,N,Tired,4,2,Most Games
2021-12-02,8,DAL,CBJ,Home,N,,3,1,
2021-12-02,8,DET,,,,,3,1,
2021-12-02,8,EDM,,,,,3,3,
2021-12-02,8,FLA,BUF,Home,N,,3,0,
2021-12-02,8,LAK,CGY,Home,N,,4,2,Most Games
2021-12-02,8,MIN,NJD,Home,N,,3,0,
2021-12-02,8,MTL,COL,Home,N,Tired Opposition,2,0,Least Games
2021-12-02,8,NJD,MIN,Away,N,,3,1,
2021-12-02,8,NSH,BOS,Home,N,,3,0,
2021-12-02,8,NYI,SJS,Home,N,,4,1,Most Games
2021-12-02,8,NYR,,,,,3,2,
2021-12-02,8,OTT,CAR,Away,N,Tired,3,1,
2021-12-02,8,PHI,,,,,4,3,Most Games
2021-12-02,8,PIT,,,,,3,2,
2021-12-02,8,SEA,,,,,3,3,
2021-12-02,8,SJS,NYI,Away,N,,4,2,Most Games
2021-12-02,8,STL,TBL,Away,N,,3,0,
2021-12-02,8,TBL,STL,Home,N,,4,1,Most Games
2021-12-02,8,TOR,,,,,3,2,
2021-12-02,8,VAN,,,,,3,2,
2021-12-02,8,VGK,,,,,3,3,
2021-12-02,8,WPG,,,,,2,2,Least Games
2021-12-02,8,WSH,CHI,Home,N,,4,1,Most Games
2021-12-03,8,ANA,CGY,Home,Y,Tired Opposition,4,3,Most Games
2021-12-03,8,ARI,VGK,Home,Y,,3,2,
2021-12-03,8,BOS,,,,,3,0,
2021-12-03,8,BUF,,,,,2,0,Least Games
2021-12-03,8,CAR,,,,,3,0,
2021-12-03,8,CBJ,,,,,4,1,Most Games
2021-12-03,8,CGY,ANA,Away,Y,Tired,3,2,
2021-12-03,8,CHI,,,,,3,1,
2021-12-03,8,COL,,,,,4,2,Most Games
2021-12-03,8,DAL,,,,,3,1,
2021-12-03,8,DET,,,,,3,1,
2021-12-03,8,EDM,SEA,Away,Y,,3,3,
2021-12-03,8,FLA,,,,,3,0,
2021-12-03,8,LAK,,,,,4,2,Most Games
2021-12-03,8,MIN,,,,,3,0,
2021-12-03,8,MTL,,,,,2,0,Least Games
2021-12-03,8,NJD,WPG,Away,Y,Tired,3,1,
2021-12-03,8,NSH,,,,,3,0,
2021-12-03,8,NYI,,,,,4,1,Most Games
2021-12-03,8,NYR,SJS,Home,Y,Tired Opposition,3,2,
2021-12-03,8,OTT,,,,,3,1,
2021-12-03,8,PHI,,,,,4,3,Most Games
2021-12-03,8,PIT,,,,,3,2,
2021-12-03,8,SEA,EDM,Home,Y,,3,3,
2021-12-03,8,SJS,NYR,Away,Y,Tired,4,2,Most Games
2021-12-03,8,STL,,,,,3,0,
2021-12-03,8,TBL,,,,,4,1,Most Games
2021-12-03,8,TOR,,,,,3,2,
2021-12-03,8,VAN,,,,,3,2,
2021-12-03,8,VGK,ARI,Away,Y,,3,3,
2021-12-03,8,WPG,NJD,Home,Y,Tired Opposition,2,2,Least Games
2021-12-03,8,WSH,,,,,4,1,Most Games
2021-12-04,8,ANA,,,,,4,3,Most Games
2021-12-04,8,ARI,,,,,3,2,
2021-12-04,8,BOS,TBL,Home,N,,3,0,
2021-12-04,8,BUF,CAR,Away,N,,2,0,Least Games
2021-12-04,8,CAR,BUF,Home,N,,3,0,
2021-12-04,8,CBJ,WSH,Away,N,,4,1,Most Games
2021-12-04,8,CGY,,,,,3,2,
2021-12-04,8,CHI,NYR,Away,N,Tired Opposition,3,1,
2021-12-04,8,COL,OTT,Away,N,,4,2,Most Games
2021-12-04,8,DAL,,,,,3,1,
2021-12-04,8,DET,NYI,Home,N,,3,1,
2021-12-04,8,EDM,,,,,3,3,
2021-12-04,8,FLA,STL,Home,N,,3,0,
2021-12-04,8,LAK,,,,,4,2,Most Games
2021-12-04,8,MIN,TOR,Home,N,,3,0,
2021-12-04,8,MTL,NSH,Away,N,,2,0,Least Games
2021-12-04,8,NJD,,,,,3,1,
2021-12-04,8,NSH,MTL,Home,N,,3,0,
2021-12-04,8,NYI,DET,Away,N,,4,1,Most Games
2021-12-04,8,NYR,CHI,Home,N,Tired,3,2,
2021-12-04,8,OTT,COL,Home,N,,3,1,
2021-12-04,8,PHI,,,,,4,3,Most Games
2021-12-04,8,PIT,VAN,Away,N,,3,2,
2021-12-04,8,SEA,,,,,3,3,
2021-12-04,8,SJS,,,,,4,2,Most Games
2021-12-04,8,STL,FLA,Away,N,,3,0,
2021-12-04,8,TBL,BOS,Away,N,,4,1,Most Games
2021-12-04,8,TOR,MIN,Away,N,,3,2,
2021-12-04,8,VAN,PIT,Home,N,,3,2,
2021-12-04,8,VGK,,,,,3,3,
2021-12-04,8,WPG,,,,,2,2,Least Games
2021-12-04,8,WSH,CBJ,Home,N,,4,1,Most Games
2021-12-05,8,ANA,,,,,4,3,Most Games
2021-12-05,8,ARI,,,,,3,2,
2021-12-05,8,BOS,,,,,3,0,
2021-12-05,8,BUF,,,,,2,0,Least Games
2021-12-05,8,CAR,,,,,3,0,
2021-12-05,8,CBJ,SJS,Home,Y,Tired,4,1,Most Games
2021-12-05,8,CGY,VGK,Away,Y,,3,2,
2021-12-05,8,CHI,NYI,Away,Y,Both Tired,3,1,
2021-12-05,8,COL,,,,,4,2,Most Games
2021-12-05,8,DAL,,,,,3,1,
2021-12-05,8,DET,,,,,3,1,
2021-12-05,8,EDM,LAK,Home,Y,,3,3,
2021-12-05,8,FLA,,,,,3,0,
2021-12-05,8,LAK,EDM,Away,Y,,4,2,Most Games
2021-12-05,8,MIN,,,,,3,0,
2021-12-05,8,MTL,,,,,2,0,Least Games
2021-12-05,8,NJD,,,,,3,1,
2021-12-05,8,NSH,,,,,3,0,
2021-12-05,8,NYI,CHI,Home,Y,Both Tired,4,1,Most Games
2021-12-05,8,NYR,,,,,3,2,
2021-12-05,8,OTT,,,,,3,1,
2021-12-05,8,PHI,TBL,Home,Y,Tired Opposition,4,3,Most Games
2021-12-05,8,PIT,,,,,3,2,
2021-12-05,8,SEA,,,,,3,3,
2021-12-05,8,SJS,CBJ,Away,Y,Tired Opposition,4,2,Most Games
2021-12-05,8,STL,,,,,3,0,
2021-12-05,8,TBL,PHI,Away,Y,Tired,4,1,Most Games
2021-12-05,8,TOR,WPG,Away,Y,Tired,3,2,
2021-12-05,8,VAN,,,,,3,2,
2021-12-05,8,VGK,CGY,Home,Y,,3,3,
2021-12-05,8,WPG,TOR,Home,Y,Tired Opposition,2,2,Least Games
2021-12-05,8,WSH,,,,,4,1,Most Games
2021-12-06,8,ANA,WSH,Away,Y,,4,3,Most Games
2021-12-06,8,ARI,DAL,Away,Y,,3,2,
2021-12-06,8,BOS,,,,,3,0,
2021-12-06,8,BUF,,,,,2,0,Least Games
2021-12-06,8,CAR,,,,,3,0,
2021-12-06,8,CBJ,,,,,4,1,Most Games
2021-12-06,8,CGY,,,,,3,2,
2021-12-06,8,CHI,,,,,3,1,
2021-12-06,8,COL,PHI,Away,Y,Tired Opposition,4,2,Most Games
2021-12-06,8,DAL,ARI,Home,Y,,3,1,
2021-12-06,8,DET,,,,,3,1,
2021-12-06,8,EDM,,,,,3,3,
2021-12-06,8,FLA,,,,,3,0,
2021-12-06,8,LAK,VAN,Away,Y,Tired,4,2,Most Games
2021-12-06,8,MIN,,,,,3,0,
2021-12-06,8,MTL,,,,,2,0,Least Games
2021-12-06,8,NJD,,,,,3,1,
2021-12-06,8,NSH,,,,,3,0,
2021-12-06,8,NYI,,,,,4,1,Most Games
2021-12-06,8,NYR,,,,,3,2,
2021-12-06,8,OTT,,,,,3,1,
2021-12-06,8,PHI,COL,Home,Y,Tired,4,3,Most Games
2021-12-06,8,PIT,SEA,Away,Y,,3,2,
2021-12-06,8,SEA,PIT,Home,Y,,3,3,
2021-12-06,8,SJS,,,,,4,2,Most Games
2021-12-06,8,STL,,,,,3,0,
2021-12-06,8,TBL,,,,,4,1,Most Games
2021-12-06,8,TOR,,,,,3,2,
2021-12-06,8,VAN,LAK,Home,Y,Tired Opposition,3,2,
2021-12-06,8,VGK,,,,,3,3,
2021-12-06,8,WPG,,,,,2,2,Least Games
2021-12-06,8,WSH,ANA,Home,Y,,4,1,Most Games
2021-12-07,9,ANA,BUF,Away,N,Tired,4,1,Most Games
2021-12-07,9,ARI,,,,,2,1,Least Games
2021-12-07,9,BOS,,,,,3,1,
2021-12-07,9,BUF,ANA,Home,N,Tired Opposition,3,1,
2021-12-07,9,CAR,WPG,Away,N,,4,1,Most Games
2021-12-07,9,CBJ,TOR,Away,N,,3,0,
2021-12-07,9,CGY,SJS,Away,N,,4,1,Most Games
2021-12-07,9,CHI,NYR,Home,N,,4,1,Most Games
2021-12-07,9,COL,,,,,3,3,
2021-12-07,9,DAL,,,,,3,1,
2021-12-07,9,DET,NSH,Home,N,,3,1,
2021-12-07,9,EDM,MIN,Home,N,,3,0,
2021-12-07,9,FLA,STL,Away,N,,3,2,
2021-12-07,9,LAK,,,,,2,0,Least Games
2021-12-07,9,MIN,EDM,Away,N,,4,1,Most Games
2021-12-07,9,MTL,TBL,Home,N,,3,0,
2021-12-07,9,NJD,,,,,3,2,
2021-12-07,9,NSH,DET,Away,N,,4,2,Most Games
2021-12-07,9,NYI,OTT,Away,N,,3,0,
2021-12-07,9,NYR,CHI,Away,N,,4,3,Most Games
2021-12-07,9,OTT,NYI,Home,N,,2,0,Least Games
2021-12-07,9,PHI,,,,,3,2,
2021-12-07,9,PIT,,,,,2,1,Least Games
2021-12-07,9,SEA,,,,,2,0,Least Games
2021-12-07,9,SJS,CGY,Home,N,,3,0,
2021-12-07,9,STL,FLA,Home,N,,4,1,Most Games
2021-12-07,9,TBL,MTL,Away,N,,3,0,
2021-12-07,9,TOR,CBJ,Home,N,,3,0,
2021-12-07,9,VAN,,,,,3,3,
2021-12-07,9,VGK,,,,,3,3,
2021-12-07,9,WPG,CAR,Home,N,,3,1,
2021-12-07,9,WSH,,,,,2,1,Least Games
2021-12-08,9,ANA,,,,,4,1,Most Games
2021-12-08,9,ARI,,,,,2,1,Least Games
2021-12-08,9,BOS,VAN,Away,Y,,3,1,
2021-12-08,9,BUF,,,,,3,1,
2021-12-08,9,CAR,,,,,4,1,Most Games
2021-12-08,9,CBJ,,,,,3,0,
2021-12-08,9,CGY,,,,,4,1,Most Games
2021-12-08,9,CHI,,,,,4,1,Most Games
2021-12-08,9,COL,NYR,Away,Y,Tired Opposition,3,3,
2021-12-08,9,DAL,VGK,Away,Y,,3,1,
2021-12-08,9,DET,,,,,3,1,
2021-12-08,9,EDM,,,,,3,0,
2021-12-08,9,FLA,,,,,3,2,
2021-12-08,9,LAK,,,,,2,0,Least Games
2021-12-08,9,MIN,,,,,4,1,Most Games
2021-12-08,9,MTL,,,,,3,0,
2021-12-08,9,NJD,PHI,Home,Y,,3,2,
2021-12-08,9,NSH,,,,,4,2,Most Games
2021-12-08,9,NYI,,,,,3,0,
