"day_date","matchup","team","opposition","location","off_night","tired","total_games","off_nights","week_info"
2022-01-22,14,SJS,TBL,Home,N,Tired Opposition,3,0,
2022-01-22,14,STL,,,,,3,2,
2022-01-22,14,TBL,SJS,Away,N,Tired,3,1,
2022-01-22,14,TOR,NYI,Home,N,Tired Opposition,3,1,
2022-01-22,14,VAN,,,,,3,2,
2022-01-22,14,VGK,,,,,2,0,Least Games
2022-01-22,14,WPG,BOS,Away,N,,4,1,Most Games
2022-01-22,14,WSH,OTT,Home,N,,3,0,
2022-01-23,14,ANA,,,,,2,2,Least Games
2022-01-23,14,ARI,,,,,4,2,Most Games
2022-01-23,14,BOS,,,,,3,0,
2022-01-23,14,BUF,,,,,4,0,Most Games
2022-01-23,14,CAR,,,,,3,1,
2022-01-23,14,CBJ,OTT,Home,Y,Tired Opposition,4,2,Most Games
2022-01-23,14,CGY,,,,,2,0,Least Games
2022-01-23,14,CHI,,,,,4,1,Most Games
2022-01-23,14,COL,,,,,4,1,Most Games
2022-01-23,14,DAL,,,,,3,1,
2022-01-23,14,DET,,,,,4,1,Most Games
2022-01-23,14,EDM,,,,,3,0,
2022-01-23,14,FLA,SEA,Away,Y,,4,2,Most Games
2022-01-23,14,LAK,NJD,Away,Y,Tired Opposition,4,1,Most Games
2022-01-23,14,MIN,,,,,3,1,
2022-01-23,14,MTL,,,,,4,0,Most Games
2022-01-23,14,NJD,LAK,Home,Y,Tired,4,2,Most Games
2022-01-23,14,NSH,,,,,4,0,Most Games
2022-01-23,14,NYI,,,,,4,1,Most Games
2022-01-23,14,NYR,,,,,3,2,
2022-01-23,14,OTT,CBJ,Away,Y,Tired,4,1,Most Games
2022-01-23,14,PHI,,,,,4,0,Most Games
2022-01-23,14,PIT,WPG,Home,Y,Tired Opposition,4,2,Most Games
2022-01-23,14,SEA,FLA,Home,Y,,4,2,Most Games
2022-01-23,14,SJS,,,,,3,0,
2022-01-23,14,STL,VAN,Away,Y,,3,2,
2022-01-23,14,TBL,,,,,3,1,
2022-01-23,14,TOR,,,,,3,1,
2022-01-23,14,VAN,STL,Home,Y,,3,2,
2022-01-23,14,VGK,,,,,2,0,Least Games
2022-01-23,14,WPG,PIT,Away,Y,Tired,4,1,Most Games
2022-01-23,14,WSH,,,,,3,0,
2022-01-24,15,ANA,BOS,Away,Y,,4,2,Most Games
2022-01-24,15,ARI,,,,,3,2,
2022-01-24,15,BOS,ANA,Home,Y,,4,4,Most Games
2022-01-24,15,BUF,,,,,3,2,
2022-01-24,15,CAR,,,,,4,2,Most Games
2022-01-24,15,CBJ,,,,,3,2,
2022-01-24,15,CGY,STL,Home,Y,Tired Opposition,4,2,Most Games
2022-01-24,15,CHI,COL,Away,Y,,4,4,Most Games
2022-01-24,15,COL,CHI,Home,Y,,4,4,Most Games
2022-01-24,15,DAL,PHI,Away,Y,,4,4,Most Games
2022-01-24,15,DET,,,,,3,2,
2022-01-24,15,EDM,,,,,3,1,
2022-01-24,15,FLA,,,,,3,1,
2022-01-24,15,LAK,NYR,Away,Y,Tired,4,2,Most Games
2022-01-24,15,MIN,MTL,Home,Y,,3,3,
2022-01-24,15,MTL,MIN,Away,Y,,4,2,Most Games
2022-01-24,15,NJD,,,,,3,1,
2022-01-24,15,NSH,,,,,2,1,Least Games
2022-01-24,15,NYI,,,,,4,2,Most Games
2022-01-24,15,NYR,LAK,Home,Y,Tired Opposition,4,3,Most Games
2022-01-24,15,OTT,,,,,3,1,
2022-01-24,15,PHI,DAL,Home,Y,,3,2,
2022-01-24,15,PIT,,,,,4,3,Most Games
2022-01-24,15,SEA,,,,,4,2,Most Games
2022-01-24,15,SJS,,,,,3,2,
2022-01-24,15,STL,CGY,Away,Y,Tired,4,2,Most Games
2022-01-24,15,TBL,,,,,2,0,Least Games
2022-01-24,15,TOR,,,,,2,1,Least Games
2022-01-24,15,VAN,,,,,3,1,
2022-01-24,15,VGK,WSH,Away,Y,,4,2,Most Games
2022-01-24,15,WPG,,,,,3,1,
2022-01-24,15,WSH,VGK,Home,Y,,3,3,
2022-01-25,15,ANA,,,,,4,2,Most Games
2022-01-25,15,ARI,PIT,Away,Y,,3,2,
2022-01-25,15,BOS,,,,,4,4,Most Games
2022-01-25,15,BUF,OTT,Away,Y,,3,2,
2022-01-25,15,CAR,VGK,Home,Y,Tired Opposition,4,2,Most Games
2022-01-25,15,CBJ,,,,,3,2,
2022-01-25,15,CGY,,,,,4,2,Most Games
2022-01-25,15,CHI,,,,,4,4,Most Games
2022-01-25,15,COL,,,,,4,4,Most Games
2022-01-25,15,DAL,NJD,Away,Y,Tired,4,4,Most Games
2022-01-25,15,DET,,,,,3,2,
2022-01-25,15,EDM,VAN,Away,Y,,3,1,
2022-01-25,15,FLA,WPG,Away,Y,,3,1,
2022-01-25,15,LAK,,,,,4,2,Most Games
2022-01-25,15,MIN,,,,,3,3,
2022-01-25,15,MTL,,,,,4,2,Most Games
2022-01-25,15,NJD,DAL,Home,Y,Tired Opposition,3,1,
2022-01-25,15,NSH,SEA,Away,Y,,2,1,Least Games
2022-01-25,15,NYI,PHI,Home,Y,Tired Opposition,4,2,Most Games
2022-01-25,15,NYR,,,,,4,3,Most Games
2022-01-25,15,OTT,BUF,Home,Y,,3,1,
2022-01-25,15,PHI,NYI,Away,Y,Tired,3,2,
2022-01-25,15,PIT,ARI,Home,Y,,4,3,Most Games
2022-01-25,15,SEA,NSH,Home,Y,,4,2,Most Games
2022-01-25,15,SJS,,,,,3,2,
2022-01-25,15,STL,,,,,4,2,Most Games
2022-01-25,15,TBL,,,,,2,0,Least Games
2022-01-25,15,TOR,,,,,2,1,Least Games
2022-01-25,15,VAN,EDM,Home,Y,,3,1,
2022-01-25,15,VGK,CAR,Away,Y,Tired,4,2,Most Games
2022-01-25,15,WPG,FLA,Home,Y,,3,1,
2022-01-25,15,WSH,,,,,3,3,
2022-01-26,15,ANA,TOR,Away,Y,,4,2,Most Games
2022-01-26,15,ARI,,,,,3,2,
2022-01-26,15,BOS,COL,Away,Y,,4,4,Most Games
2022-01-26,15,BUF,,,,,3,2,
2022-01-26,15,CAR,,,,,4,2,Most Games
2022-01-26,15,CBJ,CGY,Home,Y,,3,2,
2022-01-26,15,CGY,CBJ,Away,Y,,4,2,Most Games
2022-01-26,15,CHI,DET,Away,Y,,4,4,Most Games
2022-01-26,15,COL,BOS,Home,Y,,4,4,Most Games
2022-01-26,15,DAL,,,,,4,4,Most Games
2022-01-26,15,DET,CHI,Home,Y,,3,2,
2022-01-26,15,EDM,,,,,3,1,
2022-01-26,15,FLA,,,,,3,1,
2022-01-26,15,LAK,,,,,4,2,Most Games
2022-01-26,15,MIN,,,,,3,3,
2022-01-26,15,MTL,,,,,4,2,Most Games
2022-01-26,15,NJD,,,,,3,1,
2022-01-26,15,NSH,,,,,2,1,Least Games
2022-01-26,15,NYI,,,,,4,2,Most Games
2022-01-26,15,NYR,,,,,4,3,Most Games
2022-01-26,15,OTT,,,,,3,1,
2022-01-26,15,PHI,,,,,3,2,
2022-01-26,15,PIT,,,,,4,3,Most Games
2022-01-26,15,SEA,,,,,4,2,Most Games
2022-01-26,15,SJS,WSH,Away,Y,,3,2,
2022-01-26,15,STL,,,,,4,2,Most Games
2022-01-26,15,TBL,,,,,2,0,Least Games
2022-01-26,15,TOR,ANA,Home,Y,,2,1,Least Games
2022-01-26,15,VAN,,,,,3,1,
2022-01-26,15,VGK,,,,,4,2,Most Games
2022-01-26,15,WPG,,,,,3,1,
2022-01-26,15,WSH,SJS,Home,Y,,3,3,
2022-01-27,15,ANA,MTL,Away,N,Tired,4,2,Most Games
2022-01-27,15,ARI,,,,,3,2,
2022-01-27,15,BOS,,,,,4,4,Most Games
2022-01-27,15,BUF,,,,,3,2,
2022-01-27,15,CAR,OTT,Away,N,,4,2,Most Games
2022-01-27,15,CBJ,NYR,Home,N,Tired,3,2,
2022-01-27,15,CGY,STL,Away,N,Tired,4,2,Most Games
2022-01-27,15,CHI,,,,,4,4,Most Games
2022-01-27,15,COL,,,,,4,4,Most Games
2022-01-27,15,DAL,,,,,4,4,Most Games
2022-01-27,15,DET,,,,,3,2,
2022-01-27,15,EDM,NSH,Home,N,,3,1,
2022-01-27,15,FLA,VGK,Home,N,,3,1,
2022-01-27,15,LAK,NYI,Away,N,,4,2,Most Games
2022-01-27,15,MIN,,,,,3,3,
2022-01-27,15,MTL,ANA,Home,N,Tired Opposition,4,2,Most Games
2022-01-27,15,NJD,TBL,Away,N,,3,1,
2022-01-27,15,NSH,EDM,Away,N,,2,1,Least Games
2022-01-27,15,NYI,LAK,Home,N,,4,2,Most Games
2022-01-27,15,NYR,CBJ,Away,N,Tired Opposition,4,3,Most Games
2022-01-27,15,OTT,CAR,Home,N,,3,1,
2022-01-27,15,PHI,,,,,3,2,
2022-01-27,15,PIT,SEA,Home,N,,4,3,Most Games
2022-01-27,15,SEA,PIT,Away,N,,4,2,Most Games
2022-01-27,15,SJS,,,,,3,2,
2022-01-27,15,STL,CGY,Home,N,Tired Opposition,4,2,Most Games
2022-01-27,15,TBL,NJD,Home,N,,2,0,Least Games
2022-01-27,15,TOR,,,,,2,1,Least Games
2022-01-27,15,VAN,WPG,Away,N,,3,1,
2022-01-27,15,VGK,FLA,Away,N,,4,2,Most Games
2022-01-27,15,WPG,VAN,Home,N,,3,1,
2022-01-27,15,WSH,,,,,3,3,
2022-01-28,15,ANA,,,,,4,2,Most Games
2022-01-28,15,ARI,BOS,Home,Y,,3,2,
2022-01-28,15,BOS,ARI,Away,Y,,4,4,Most Games
2022-01-28,15,BUF,,,,,3,2,
2022-01-28,15,CAR,,,,,4,2,Most Games
2022-01-28,15,CBJ,,,,,3,2,
2022-01-28,15,CGY,,,,,4,2,Most Games
2022-01-28,15,CHI,COL,Home,Y,,4,4,Most Games
2022-01-28,15,COL,CHI,Away,Y,,4,4,Most Games
2022-01-28,15,DAL,WSH,Home,Y,,4,4,Most Games
2022-01-28,15,DET,PIT,Away,Y,Tired Opposition,3,2,
2022-01-28,15,EDM,,,,,3,1,
2022-01-28,15,FLA,,,,,3,1,
2022-01-28,15,LAK,,,,,4,2,Most Games
2022-01-28,15,MIN,NYR,Away,Y,Tired Opposition,3,3,
2022-01-28,15,MTL,,,,,4,2,Most Games
2022-01-28,15,NJD,,,,,3,1,
2022-01-28,15,NSH,,,,,2,1,Least Games
2022-01-28,15,NYI,,,,,4,2,Most Games
2022-01-28,15,NYR,MIN,Home,Y,Tired,4,3,Most Games
2022-01-28,15,OTT,,,,,3,1,
2022-01-28,15,PHI,,,,,3,2,
2022-01-28,15,PIT,DET,Home,Y,Tired,4,3,Most Games
2022-01-28,15,SEA,,,,,4,2,Most Games
2022-01-28,15,SJS,,,,,3,2,
2022-01-28,15,STL,,,,,4,2,Most Games
2022-01-28,15,TBL,,,,,2,0,Least Games
2022-01-28,15,TOR,,,,,2,1,Least Games
2022-01-28,15,VAN,,,,,3,1,
2022-01-28,15,VGK,,,,,4,2,Most Games
2022-01-28,15,WPG,,,,,3,1,
2022-01-28,15,WSH,DAL,Away,Y,,3,3,
2022-01-29,15,ANA,OTT,Away,N,,4,2,Most Games
2022-01-29,15,ARI,BUF,Home,N,Tired,3,2,
2022-01-29,15,BOS,,,,,4,4,Most Games
2022-01-29,15,BUF,ARI,Away,N,Tired Opposition,3,2,
2022-01-29,15,CAR,NJD,Home,N,,4,2,Most Games
2022-01-29,15,CBJ,,,,,3,2,
2022-01-29,15,CGY,VAN,Home,N,,4,2,Most Games
2022-01-29,15,CHI,,,,,4,4,Most Games
2022-01-29,15,COL,,,,,4,4,Most Games
2022-01-29,15,DAL,,,,,4,4,Most Games
2022-01-29,15,DET,TOR,Home,N,Tired,3,2,
2022-01-29,15,EDM,MTL,Away,N,,3,1,
2022-01-29,15,FLA,SJS,Home,N,,3,1,
2022-01-29,15,LAK,PHI,Away,N,,4,2,Most Games
2022-01-29,15,MIN,,,,,3,3,
2022-01-29,15,MTL,EDM,Home,N,,4,2,Most Games
2022-01-29,15,NJD,CAR,Away,N,,3,1,
2022-01-29,15,NSH,,,,,2,1,Least Games
2022-01-29,15,NYI,SEA,Home,N,,4,2,Most Games
2022-01-29,15,NYR,,,,,4,3,Most Games
2022-01-29,15,OTT,ANA,Home,N,,3,1,
2022-01-29,15,PHI,LAK,Home,N,,3,2,
2022-01-29,15,PIT,,,,,4,3,Most Games
2022-01-29,15,SEA,NYI,Away,N,,4,2,Most Games
2022-01-29,15,SJS,FLA,Away,N,,3,2,
2022-01-29,15,STL,WPG,Home,N,,4,2,Most Games
2022-01-29,15,TBL,VGK,Home,N,,2,0,Least Games
2022-01-29,15,TOR,DET,Away,N,Tired Opposition,2,1,Least Games
2022-01-29,15,VAN,CGY,Away,N,,3,1,
2022-01-29,15,VGK,TBL,Away,N,,4,2,Most Games
2022-01-29,15,WPG,STL,Away,N,,3,1,
2022-01-29,15,WSH,,,,,3,3,
2022-01-30,15,ANA,,,,,4,2,Most Games
2022-01-30,15,ARI,,,,,3,2,
2022-01-30,15,BOS,DAL,Away,Y,,4,4,Most Games
2022-01-30,15,BUF,COL,Away,Y,Tired,3,2,
2022-01-30,15,CAR,SJS,Home,Y,Both Tired,4,2,Most Games
2022-01-30,15,CBJ,MTL,Away,Y,Tired Opposition,3,2,
2022-01-30,15,CGY,,,,,4,2,Most Games
2022-01-30,15,CHI,STL,Away,Y,Tired Opposition,4,4,Most Games
2022-01-30,15,COL,BUF,Home,Y,Tired Opposition,4,4,Most Games
2022-01-30,15,DAL,BOS,Home,Y,,4,4,Most Games
2022-01-30,15,DET,,,,,3,2,
2022-01-30,15,EDM,,,,,3,1,
2022-01-30,15,FLA,,,,,3,1,
2022-01-30,15,LAK,PIT,Away,Y,Tired,4,2,Most Games
2022-01-30,15,MIN,NYI,Away,Y,Tired Opposition,3,3,
2022-01-30,15,MTL,CBJ,Home,Y,Tired,4,2,Most Games
2022-01-30,15,NJD,,,,,3,1,
2022-01-30,15,NSH,,,,,2,1,Least Games
2022-01-30,15,NYI,MIN,Home,Y,Tired,4,2,Most Games
2022-01-30,15,NYR,SEA,Home,Y,Tired Opposition,4,3,Most Games
2022-01-30,15,OTT,,,,,3,1,
2022-01-30,15,PHI,,,,,3,2,
2022-01-30,15,PIT,LAK,Home,Y,Tired Opposition,4,3,Most Games
2022-01-30,15,SEA,NYR,Away,Y,Tired,4,2,Most Games
2022-01-30,15,SJS,CAR,Away,Y,Both Tired,3,2,
2022-01-30,15,STL,CHI,Home,Y,Tired,4,2,Most Games
2022-01-30,15,TBL,,,,,2,0,Least Games
2022-01-30,15,TOR,,,,,2,1,Least Games
2022-01-30,15,VAN,,,,,3,1,
2022-01-30,15,VGK,,,,,4,2,Most Games
2022-01-30,15,WPG,,,,,3,1,
2022-01-30,15,WSH,,,,,3,3,
2022-01-31,16,ANA,DET,Away,Y,,3,3,
2022-01-31,16,ARI,,,,,5,4,Most Games
2022-01-31,16,BOS,,,,,3,1,
2022-01-31,16,BUF,,,,,3,2,
2022-01-31,16,CAR,,,,,2,2,Least Games
2022-01-31,16,CBJ,FLA,Home,Y,Tired,4,4,
2022-01-31,16,CGY,,,,,4,2,
2022-01-31,16,CHI,VAN,Home,Y,Tired,4,4,
2022-01-31,16,COL,,,,,3,1,
2022-01-31,16,DAL,,,,,4,3,
2022-01-31,16,DET,ANA,Home,Y,,4,3,
2022-01-31,16,EDM,OTT,Away,Y,,5,4,Most Games
2022-01-31,16,FLA,CBJ,Away,Y,Tired Opposition,4,2,
2022-01-31,16,LAK,,,,,4,3,
2022-01-31,16,MIN,,,,,3,2,
2022-01-31,16,MTL,,,,,2,0,Least Games
2022-01-31,16,NJD,,,,,3,2,
2022-01-31,16,NSH,,,,,3,1,
2022-01-31,16,NYI,,,,,4,2,
2022-01-31,16,NYR,,,,,4,2,
2022-01-31,16,OTT,EDM,Home,Y,,3,1,
2022-01-31,16,PHI,,,,,3,1,
2022-01-31,16,PIT,,,,,4,2,
2022-01-31,16,SEA,,,,,3,2,
2022-01-31,16,SJS,,,,,4,2,
2022-01-31,16,STL,,,,,3,2,
2022-01-31,16,TBL,,,,,3,1,
2022-01-31,16,TOR,,,,,3,1,
2022-01-31,16,VAN,CHI,Away,Y,Tired Opposition,4,3,
2022-01-31,16,VGK,,,,,3,1,
2022-01-31,16,WPG,,,,,4,3,
2022-01-31,16,WSH,,,,,4,2,
2022-02-01,16,ANA,,,,,3,3,
2022-02-01,16,ARI,COL,Away,N,,5,4,Most Games
2022-02-01,16,BOS,SEA,Home,N,,3,1,
2022-02-01,16,BUF,VGK,Away,N,,3,2,
2022-02-01,16,CAR,,,,,2,2,Least Games
2022-02-01,16,CBJ,,,,,4,4,
2022-02-01,16,CGY,DAL,Away,N,,4,2,
2022-02-01,16,CHI,,,,,4,4,
2022-02-01,16,COL,ARI,Home,N,,3,1,
2022-02-01,16,DAL,CGY,Home,N,,4,3,
2022-02-01,16,DET,,,,,4,3,
2022-02-01,16,EDM,,,,,5,4,Most Games
2022-02-01,16,FLA,NYR,Away,N,,4,2,
2022-02-01,16,LAK,,,,,4,3,
2022-02-01,16,MIN,,,,,3,2,
2022-02-01,16,MTL,STL,Home,N,,2,0,Least Games
2022-02-01,16,NJD,TOR,Home,N,,3,2,
2022-02-01,16,NSH,VAN,Home,N,,3,1,
2022-02-01,16,NYI,OTT,Home,N,,4,2,
2022-02-01,16,NYR,FLA,Home,N,,4,2,
2022-02-01,16,OTT,NYI,Away,N,,3,1,
2022-02-01,16,PHI,WPG,Home,N,,3,1,
2022-02-01,16,PIT,WSH,Home,N,,4,2,
2022-02-01,16,SEA,BOS,Away,N,,3,2,
2022-02-01,16,SJS,TBL,Away,N,,4,2,
2022-02-01,16,STL,MTL,Away,N,,3,2,
2022-02-01,16,TBL,SJS,Home,N,,3,1,
2022-02-01,16,TOR,NJD,Away,N,,3,1,
2022-02-01,16,VAN,NSH,Away,N,,4,3,
2022-02-01,16,VGK,BUF,Home,N,,3,1,
2022-02-01,16,WPG,PHI,Away,N,,4,3,
2022-02-01,16,WSH,PIT,Away,N,,4,2,
2022-02-02,16,ANA,,,,,3,3,
2022-02-02,16,ARI,CGY,Home,Y,Both Tired,5,4,Most Games
2022-02-02,16,BOS,,,,,3,1,
2022-02-02,16,BUF,,,,,3,2,
2022-02-02,16,CAR,,,,,2,2,Least Games
2022-02-02,16,CBJ,,,,,4,4,
2022-02-02,16,CGY,ARI,Away,Y,Both Tired,4,2,
2022-02-02,16,CHI,MIN,Home,Y,,4,4,
2022-02-02,16,COL,,,,,3,1,
2022-02-02,16,DAL,,,,,4,3,
2022-02-02,16,DET,LAK,Home,Y,,4,3,
2022-02-02,16,EDM,WSH,Away,Y,Tired Opposition,5,4,Most Games
2022-02-02,16,FLA,,,,,4,2,
2022-02-02,16,LAK,DET,Away,Y,,4,3,
2022-02-02,16,MIN,CHI,Away,Y,,3,2,
2022-02-02,16,MTL,,,,,2,0,Least Games
2022-02-02,16,NJD,,,,,3,2,
2022-02-02,16,NSH,,,,,3,1,
2022-02-02,16,NYI,,,,,4,2,
2022-02-02,16,NYR,,,,,4,2,
2022-02-02,16,OTT,,,,,3,1,
2022-02-02,16,PHI,,,,,3,1,
2022-02-02,16,PIT,,,,,4,2,
2022-02-02,16,SEA,,,,,3,2,
2022-02-02,16,SJS,,,,,4,2,
2022-02-02,16,STL,,,,,3,2,
2022-02-02,16,TBL,,,,,3,1,
2022-02-02,16,TOR,,,,,3,1,
2022-02-02,16,VAN,,,,,4,3,
2022-02-02,16,VGK,,,,,3,1,
2022-02-02,16,WPG,,,,,4,3,
2022-02-02,16,WSH,EDM,Home,Y,Tired,4,2,
2022-02-03,16,ANA,,,,,3,3,
2022-02-03,16,ARI,,,,,5,4,Most Games
2022-02-03,16,BOS,,,,,3,1,
2022-02-03,16,BUF,,,,,3,2,
2022-02-03,16,CAR,,,,,2,2,Least Games
2022-02-03,16,CBJ,,,,,4,4,
2022-02-03,16,CGY,,,,,4,2,
2022-02-03,16,CHI,,,,,4,4,
2022-02-03,16,COL,,,,,3,1,
2022-02-03,16,DAL,,,,,4,3,
2022-02-03,16,DET,,,,,4,3,
2022-02-03,16,EDM,,,,,5,4,Most Games
2022-02-03,16,FLA,,,,,4,2,
2022-02-03,16,LAK,,,,,4,3,
2022-02-03,16,MIN,,,,,3,2,
2022-02-03,16,MTL,,,,,2,0,Least Games
2022-02-03,16,NJD,,,,,3,2,
2022-02-03,16,NSH,,,,,3,1,
2022-02-03,16,NYI,,,,,4,2,
2022-02-03,16,NYR,,,,,4,2,
2022-02-03,16,OTT,,,,,3,1,
2022-02-03,16,PHI,,,,,3,1,
2022-02-03,16,PIT,,,,,4,2,
2022-02-03,16,SEA,,,,,3,2,
2022-02-03,16,SJS,,,,,4,2,
2022-02-03,16,STL,,,,,3,2,
2022-02-03,16,TBL,,,,,3,1,
2022-02-03,16,TOR,,,,,3,1,
2022-02-03,16,VAN,,,,,4,3,
2022-02-03,16,VGK,,,,,3,1,
2022-02-03,16,WPG,,,,,4,3,
2022-02-03,16,WSH,,,,,4,2,
2022-02-04,16,ANA,,,,,3,3,
2022-02-04,16,ARI,,,,,5,4,Most Games
2022-02-04,16,BOS,,,,,3,1,
2022-02-04,16,BUF,,,,,3,2,
2022-02-04,16,CAR,,,,,2,2,Least Games
2022-02-04,16,CBJ,,,,,4,4,
2022-02-04,16,CGY,,,,,4,2,
2022-02-04,16,CHI,,,,,4,4,
2022-02-04,16,COL,,,,,3,1,
2022-02-04,16,DAL,,,,,4,3,
2022-02-04,16,DET,,,,,4,3,
2022-02-04,16,EDM,,,,,5,4,Most Games
2022-02-04,16,FLA,,,,,4,2,
2022-02-04,16,LAK,,,,,4,3,
2022-02-04,16,MIN,,,,,3,2,
2022-02-04,16,MTL,,,,,2,0,Least Games
2022-02-04,16,NJD,,,,,3,2,
2022-02-04,16,NSH,,,,,3,1,
2022-02-04,16,NYI,,,,,4,2,
2022-02-04,16,NYR,,,,,4,2,
2022-02-04,16,OTT,,,,,3,1,
2022-02-04,16,PHI,,,,,3,1,
2022-02-04,16,PIT,,,,,4,2,
2022-02-04,16,SEA,,,,,3,2,
2022-02-04,16,SJS,,,,,4,2,
2022-02-04,16,STL,,,,,3,2,
2022-02-04,16,TBL,,,,,3,1,
2022-02-04,16,TOR,,,,,3,1,
2022-02-04,16,VAN,,,,,4,3,
2022-02-04,16,VGK,,,,,3,1,
2022-02-04,16,WPG,,,,,4,3,
2022-02-04,16,WSH,,,,,4,2,
2022-02-05,16,ANA,,,,,3,3,
2022-02-05,16,ARI,,,,,5,4,Most Games
2022-02-05,16,BOS,,,,,3,1,
2022-02-05,16,BUF,,,,,3,2,
2022-02-05,16,CAR,,,,,2,2,Least Games
2022-02-05,16,CBJ,,,,,4,4,
2022-02-05,16,CGY,,,,,4,2,
2022-02-05,16,CHI,,,,,4,4,
2022-02-05,16,COL,,,,,3,1,
2022-02-05,16,DAL,,,,,4,3,
2022-02-05,16,DET,,,,,4,3,
2022-02-05,16,EDM,,,,,5,4,Most Games
2022-02-05,16,FLA,,,,,4,2,
2022-02-05,16,LAK,,,,,4,3,
2022-02-05,16,MIN,,,,,3,2,
2022-02-05,16,MTL,,,,,2,0,Least Games
2022-02-05,16,NJD,,,,,3,2,
2022-02-05,16,NSH,,,,,3,1,
2022-02-05,16,NYI,,,,,4,2,
2022-02-05,16,NYR,,,,,4,2,
2022-02-05,16,OTT,,,,,3,1,
2022-02-05,16,PHI,,,,,3,1,
2022-02-05,16,PIT,,,,,4,2,
2022-02-05,16,SEA,,,,,3,2,
2022-02-05,16,SJS,,,,,4,2,
2022-02-05,16,STL,,,,,3,2,
2022-02-05,16,TBL,,,,,3,1,
2022-02-05,16,TOR,,,,,3,1,
2022-02-05,16,VAN,,,,,4,3,
2022-02-05,16,VGK,,,,,3,1,
2022-02-05,16,WPG,,,,,4,3,
2022-02-05,16,WSH,,,,,4,2,
2022-02-06,16,ANA,,,,,3,3,
2022-02-06,16,ARI,,,,,5,4,Most Games
2022-02-06,16,BOS,,,,,3,1,
2022-02-06,16,BUF,,,,,3,2,
2022-02-06,16,CAR,,,,,2,2,Least Games
2022-02-06,16,CBJ,,,,,4,4,
2022-02-06,16,CGY,,,,,4,2,
2022-02-06,16,CHI,,,,,4,4,
2022-02-06,16,COL,,,,,3,1,
2022-02-06,16,DAL,,,,,4,3,
2022-02-06,16,DET,,,,,4,3,
2022-02-06,16,EDM,,,,,5,4,Most Games
2022-02-06,16,FLA,,,,,4,2,
2022-02-06,16,LAK,,,,,4,3,
2022-02-06,16,MIN,,,,,3,2,
2022-02-06,16,MTL,,,,,2,0,Least Games
2022-02-06,16,NJD,,,,,3,2,
2022-02-06,16,NSH,,,,,3,1,
2022-02-06,16,NYI,,,,,4,2,
2022-02-06,16,NYR,,,,,4,2,
2022-02-06,16,OTT,,,,,3,1,
2022-02-06,16,PHI,,,,,3,1,
2022-02-06,16,PIT,,,,,4,2,
2022-02-06,16,SEA,,,,,3,2,
2022-02-06,16,SJS,,,,,4,2,
2022-02-06,16,STL,,,,,3,2,
2022-02-06,16,TBL,,,,,3,1,
2022-02-06,16,TOR,,,,,3,1,
2022-02-06,16,VAN,,,,,4,3,
2022-02-06,16,VGK,,,,,3,1,
2022-02-06,16,WPG,,,,,4,3,
2022-02-06,16,WSH,,,,,4,2,
2022-02-07,16,ANA,,,,,3,3,
2022-02-07,16,ARI,,,,,5,4,Most Games
2022-02-07,16,BOS,,,,,3,1,
2022-02-07,16,BUF,,,,,3,2,
2022-02-07,16,CAR,,,,,2,2,Least Games
2022-02-07,16,CBJ,,,,,4,4,
2022-02-07,16,CGY,,,,,4,2,
2022-02-07,16,CHI,,,,,4,4,
2022-02-07,16,COL,,,,,3,1,
2022-02-07,16,DAL,,,,,4,3,
2022-02-07,16,DET,,,,,4,3,
2022-02-07,16,EDM,,,,,5,4,Most Games
2022-02-07,16,FLA,,,,,4,2,
2022-02-07,16,LAK,,,,,4,3,
2022-02-07,16,MIN,,,,,3,2,
2022-02-07,16,MTL,,,,,2,0,Least Games
2022-02-07,16,NJD,,,,,3,2,
2022-02-07,16,NSH,,,,,3,1,
2022-02-07,16,NYI,,,,,4,2,
2022-02-07,16,NYR,,,,,4,2,
2022-02-07,16,OTT,,,,,3,1,
2022-02-07,16,PHI,,,,,3,1,
2022-02-07,16,PIT,,,,,4,2,
2022-02-07,16,SEA,,,,,3,2,
2022-02-07,16,SJS,,,,,4,2,
2022-02-07,16,STL,,,,,3,2,
2022-02-07,16,TBL,,,,,3,1,
2022-02-07,16,TOR,,,,,3,1,
2022-02-07,16,VAN,,,,,4,3,
2022-02-07,16,VGK,,,,,3,1,
2022-02-07,16,WPG,,,,,4,3,
2022-02-07,16,WSH,,,,,4,2,
2022-02-08,16,ANA,,,,,3,3,
2022-02-08,16,ARI,,,,,5,4,Most Games
2022-02-08,16,BOS,,,,,3,1,
2022-02-08,16,BUF,,,,,3,2,
2022-02-08,16,CAR,,,,,2,2,Least Games
2022-02-08,16,CBJ,,,,,4,4,
2022-02-08,16,CGY,,,,,4,2,
2022-02-08,16,CHI,,,,,4,4,
2022-02-08,16,COL,,,,,3,1,
2022-02-08,16,DAL,,,,,4,3,
2022-02-08,16,DET,,,,,4,3,
2022-02-08,16,EDM,,,,,5,4,Most Games
2022-02-08,16,FLA,,,,,4,2,
2022-02-08,16,LAK,,,,,4,3,
2022-02-08,16,MIN,,,,,3,2,
2022-02-08,16,MTL,,,,,2,0,Least Games
2022-02-08,16,NJD,,,,,3,2,
2022-02-08,16,NSH,,,,,3,1,
2022-02-08,16,NYI,,,,,4,2,
2022-02-08,16,NYR,,,,,4,2,
2022-02-08,16,OTT,,,,,3,1,
2022-02-08,16,PHI,,,,,3,1,
